nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Agents très spéciaux - Code U.N.C.L.E.,Film,"['Action', ' aventure', 'comédie']","Au début des années 60, en pleine guerre froide, le film retrace l'histoire de l'agent de la CIA Solo et de l'agent du KGB Kuryakin. Contraints de laisser de côté leur antagonisme ancestral, les deux hommes s'engagent dans une mission conjointe : mettre hors d'état de nuire une organisation... Lire la suite",['Guy Ritchie'],1 h 56 min,14 août 2015,"['Henry Cavill', ' Armie Hammer', ' Alicia Vikander']","{'note_moyenne': 6.6, 'nombre_critiques': 15524, 'repartition_note': [49, 96, 223, 582, 1538, 3864, 5876, 2585, 538, 173]}",41,"['7,3', '273 830']",56,"{'budget': '$75,000,000', 'Cumulative_WW_Gross': '$107,045,109', 'location': 'USA | UK'}"
Citizenfour,Documentaire,,"En 2013, Edward Snowden révèle des documents secret-défense en provenance de la NSA, déclenchant l’un des plus grands séismes politiques aux États-Unis. Sous le nom le code « CITIZENFOUR », il contacte la documentariste américaine Laura Poitras, qui part le rejoindre à Hong Kong et réalise en temps réel CITIZENFOUR, un document historique unique et un portrait intime d’Edward Snowden.",['Laura Poitras'],Biopic,1 h 53 min,"['Edward Snowden', ' Glenn Greenwald', ' William Binney']","{'note_moyenne': 7.5, 'nombre_critiques': 7521, 'repartition_note': [8, 8, 22, 60, 208, 758, 2325, 2829, 1010, 293]}",42,"['8,0', '52 428']",88,"{'budget': None, 'Cumulative_WW_Gross': '$3,780,692', 'location': 'USA | Germany | UK'}"
Mia Madre,Film,"['Drame', 'comédie']","Margherita est une réalisatrice en plein tournage d’un film dont le rôle principal est tenu par un célèbre acteur américain. À ses questionnements d’artiste engagée, se mêlent des angoisses d’ordre privé : sa mère est à l’hôpital, sa fille en pleine crise d’adolescence. Et son frère, quant à... Lire la suite",['Nanni Moretti'],1 h 47 min,16 avril 2015,"['Margherita Buy', ' John Turturro', ' Giulia Lazzarini']","{'note_moyenne': 6.9, 'nombre_critiques': 3938, 'repartition_note': [21, 28, 58, 122, 363, 709, 1196, 976, 345, 120]}",43,"['6,8', '6 923']",70,"{'budget': 'EUR7,000,000', 'Cumulative_WW_Gross': '$7,723,656', 'location': 'Italy | France | Germany'}"
N.W.A - Straight Outta Compton,Film,"['Biopic', 'comédie musicale']","Cinq jeunes gens ayant grandi au cœur de la violence des rues de Compton, dans la banlieue sud de Los Angeles, durant les années 70 et 80, forment un groupe de rap, exprimant leur rage et leur vécu dans une musique brutalement honnête et accusatrice des abus des représentants de l'autorité, et donnent la parole à toute une génération jusqu'alors contrainte au silence.
Retraçant l'ascension fulgurante et le déclin du groupe de rap N.W.A., Straight Outta Compton raconte l'étonnant parcours de ces jeunes qui ont révolutionné la musique et la culture populaire à tout jamais à l'instant même où ils ont levé le voile sur leurs conditions de vie dans les quartiers défavorisés des États-Unis, déclarant ainsi une véritable guerre culturelle.",['F. Gary Gray'],2 h 27 min,14 août 2015,"[""O'Shea Jackson Jr."", ' Corey Hawkins', ' Jason Mitchell']","{'note_moyenne': 7.0, 'nombre_critiques': 10248, 'repartition_note': [26, 38, 83, 229, 653, 1821, 3851, 2673, 711, 163]}",44,"['7,8', '178 844']",72,"{'budget': '$28,000,000', 'Cumulative_WW_Gross': '$201,634,991', 'location': 'USA'}"
Les 8 Salopards,Film,"['Thriller', 'western']","Quelques années après la Guerre de Sécession, le chasseur de primes John Ruth, dit Le Bourreau, fait route vers Red Rock, où il conduit sa prisonnière Daisy Domergue se faire pendre. Sur leur route, ils rencontrent le Major Marquis Warren, un ancien soldat lui aussi devenu chasseur de primes, et Chris Mannix, le nouveau shérif de Red Rock. Surpris par le blizzard, ils trouvent refuge dans une auberge au milieu des montagnes, où ils sont accueillis par quatre personnages énigmatiques : le confédéré, le mexicain, le cowboy et le court-sur-pattes. Alors que la tempête s’abat au-dessus du massif, l’auberge va abriter une série de tromperies et de trahisons. L’un de ces huit salopards n’est pas celui qu’il prétend être ; il y a fort à parier que tout le monde ne sortira pas vivant de l’auberge de Minnie…",['Quentin Tarantino'],2 h 47 min,25 décembre 2015,"['Samuel L. Jackson', ' Kurt Russell', ' Jennifer Jason Leigh']","{'note_moyenne': 7.4, 'nombre_critiques': 54514, 'repartition_note': [174, 227, 461, 1144, 2328, 6131, 14433, 18857, 8581, 2178]}",45,"['7,8', '514 678']",68,"{'budget': '$44,000,000', 'Cumulative_WW_Gross': '$155,762,510', 'location': 'USA'}"
À la poursuite de demain,Film,"['Aventure', 'science-fiction']","Une adolescente brillante et un ancien inventeur veulent percer les secrets de Tomorrowland, un lieu situé quelque part dans le temps et l’espace.",['Brad Bird'],2 h 10 min,22 mai 2015,"['George Clooney', ' Hugh Laurie', ' Britt Robertson']","{'note_moyenne': 5.8, 'nombre_critiques': 17620, 'repartition_note': [187, 396, 836, 1971, 3565, 5006, 3704, 1454, 357, 144]}",46,"['6,4', '171 835']",60,"{'budget': '$190,000,000', 'Cumulative_WW_Gross': '$209,035,668', 'location': 'USA | Spain | France | Canada | UK'}"
The Revenant,Film,"['Aventure', 'drame']","Dans une Amérique profondément sauvage, le trappeur Hugh Glass est sévèrement blessé et laissé pour mort par un traître de son équipe, John Fitzgerald. Avec sa seule volonté pour unique arme, Glass doit affronter un environnement hostile, un hiver brutal et des tribus guerrières, dans une inexorable lutte pour sa survie, portée par un intense désir de vengeance.",['Alejandro González Inárritu'],2 h 36 min,25 décembre 2015,"['Leonardo DiCaprio', ' Tom Hardy', ' Will Poulter']","{'note_moyenne': 7.4, 'nombre_critiques': 58174, 'repartition_note': [180, 274, 524, 1264, 2910, 7070, 15843, 18707, 8907, 2495]}",47,"['8,0', '702 946']",76,"{'budget': '$135,000,000', 'Cumulative_WW_Gross': '$532,950,503', 'location': 'USA | Hong Kong | Taiwan'}"
Souvenirs de Marnie,Long-métrage d'animation,"['Animation', 'drame']","Anna est solitaire et n'a aucune amie. Alors qu'elle part en vacances dans un village proche d'Hokkaïdo, elle rencontre Marnie, une jeune fille étrange...",['Hiromasa Yonebayashi'],1 h 43 min,19 juillet 2014,"['Sara Takatsuki', ' Kasumi Arimura', ' Nanako Matsushima']","{'note_moyenne': 6.9, 'nombre_critiques': 8105, 'repartition_note': [10, 18, 66, 194, 604, 1583, 2768, 1872, 721, 269]}",48,"['7,7', '32 537']",72,"{'budget': None, 'Cumulative_WW_Gross': '$34,949,567', 'location': 'Japan'}"
La isla mínima,Film,"['Policier', 'thriller']","En 1980, dans une petite ville du sud de l'Espagne, des adolescentes sont assassinées. Deux détectives aux convictions différentes sont chargés d'enquêter.",['Alberto Rodríguez'],1 h 45 min,26 septembre 2014,"['Raúl Arévalo', ' Javier Gutiérrez', ' Antonio de la Torre']","{'note_moyenne': 7.0, 'nombre_critiques': 6205, 'repartition_note': [9, 13, 23, 111, 349, 1221, 2481, 1611, 327, 60]}",49,"['7,3', '30 571']",Reviews,"{'budget': 'EUR4,000,000', 'Cumulative_WW_Gross': '$9,014,591', 'location': 'Spain'}"
Le Petit Prince,Long-métrage d'animation,"['Animation', 'fantastique']",Une petite fille fait la rencontre d'un vieil aviateur excentrique et facétieux. Ils partent alors ensemble à la découverte de l'histoire du Petit Prince.,['Mark Osborne'],1 h 48 min,29 juillet 2015,"['Rachel McAdams', ' James Franco', ' Mackenzie Foy']","{'note_moyenne': 6.9, 'nombre_critiques': 8691, 'repartition_note': [35, 58, 133, 265, 651, 1612, 2696, 2060, 855, 326]}",50,"['7,7', '56 549']",70,"{'budget': '$81,200,000', 'Cumulative_WW_Gross': '$97,571,250', 'location': 'France | Canada | Italy | USA | China'}"
L'Homme irrationnel,Film,"['Drame', ' thriller', ' romance']","Professeur de philosophie, Abe Lucas est un homme dévasté sur le plan affectif, qui a perdu toute joie de vivre. Peu après son arrivée dans l'université d'une petite ville, il entame deux liaisons. D'abord, avec Rita Richards, collègue en manque de compagnie qui compte sur lui pour lui faire oublier son mariage désastreux. Ensuite, avec Jill Pollard, sa meilleure étudiante, qui devient aussi sa meilleure amie. C'est alors que le hasard le plus total bouscule le destin de nos personnages dès lors qu'Abe et Jill surprennent la conversation d'un étranger et s’y intéressent tout particulièrement.",['Woody Allen'],1 h 35 min,17 juillet 2015,"['Joaquin Phoenix', ' Emma Stone', ' Jamie Blackley']","{'note_moyenne': 6.3, 'nombre_critiques': 13356, 'repartition_note': [65, 132, 354, 727, 1696, 3704, 4319, 1846, 404, 109]}",51,"['6,6', '58 618']",53,"{'budget': '$11,000,000', 'Cumulative_WW_Gross': '$27,391,084', 'location': 'USA'}"
Kung Fury,Moyen-métrage,"['Action', 'comédie']","Kung Fury, détective, veut remonter le temps pour venger la mort d'un ami et tuer Adolf Hitler, alias ""Kung Führer"". Un problème va le conduire jusqu’à l'époque Viking.",['David Sandberg'],30 min,28 mai 2015,"['David Sandberg', ' Jorma Taccone', ' Leopold Nilsson']","{'note_moyenne': 7.0, 'nombre_critiques': 11730, 'repartition_note': [91, 94, 182, 314, 717, 1751, 3667, 3107, 1204, 603]}",52,"['8,0', '56 030']",Reviews,"{'budget': '$600,000', 'Cumulative_WW_Gross': None, 'location': 'Sweden'}"
Hacker,Film,"['Action', ' policier', ' drame']",Les forces de l’ordre américaines et chinoises sont amenées à travailler ensemble sur une affaire de piratage informatique de haut niveau.,['Michael Mann'],2 h 13 min,16 janvier 2015,"['Chris Hemsworth', ' Tang Wei', ' Viola Davis']","{'note_moyenne': 5.7, 'nombre_critiques': 7622, 'repartition_note': [122, 302, 575, 1051, 1633, 1727, 1303, 661, 163, 85]}",53,"['5,4', '51 949']",51,"{'budget': '$70,000,000', 'Cumulative_WW_Gross': '$19,652,057', 'location': 'USA'}"
Cemetery of Splendour,Film,['Drame'],"Des soldats atteints d’une mystérieuse maladie du sommeil sont transférés dans un hôpital provisoire installé dans une école abandonnée. Jenjira se porte volontaire pour s’occuper de Itt, un beau soldat auquel personne ne rend visite. Elle se lie d’amitié avec Keng, une jeune médium qui utilise ses pouvoirs pour aider les proches à communiquer avec les hommes endormis.
Un jour, Jenjira trouve le journal intime de Itt, couvert d’écrits et de croquis étranges. Peut-être existe-t-il une connexion entre l’énigmatique syndrome des soldats et le site ancien mythique qui s’étend sous l’école ? La magie, la guérison, la romance et les rêves se mêlent sur la fragile route de Jenjira vers une conscience profonde d’elle-même et du monde qui l’entoure.",['Apichatpong Weerasethakul'],2 h 02 min,2 septembre 2015,"['Jenjira Pongpas', ' Banlop Lomnoi', ' Jarinpattra Rueangram']","{'note_moyenne': 6.8, 'nombre_critiques': 1747, 'repartition_note': [22, 36, 90, 101, 190, 284, 359, 362, 202, 101]}",54,"['6,8', '4 230']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$98,932', 'location': 'Thailand | UK | Germany | France | Malaysia | South Korea | Mexico | USA | Norway'}"
Taxi Téhéran,Film,['Comédie dramatique'],"En Iran, un chauffeur de taxi prend tour à tour des clients de tous âges et de toutes appartenances sociales. Un taxi qui devient un monde dans un monde.",['Jafar Panahi'],1 h 22 min,18 août 2015,['Jafar Panahi'],"{'note_moyenne': 6.8, 'nombre_critiques': 6221, 'repartition_note': [18, 38, 112, 193, 506, 1280, 2135, 1390, 432, 117]}",55,"['7,3', '13 780']",91,"{'budget': None, 'Cumulative_WW_Gross': '$3,906,227', 'location': 'Iran'}"
Le Tout Nouveau Testament,Film,['Comédie'],"Dieu existe. Il habite Bruxelles. Il est odieux avec sa femme et sa fille. On a beaucoup parlé de son fils, mais très peu de sa fille. Sa fille c’est moi. Je m’appelle Ea et j’ai dix ans. Pour me venger j’ai balancé par SMS les dates de décès de tout le monde…",['Jaco van Dormael'],1 h 53 min,1 septembre 2015,"['Benoît Poelvoorde', ' Yolande Moreau', ' Catherine Deneuve']","{'note_moyenne': 6.0, 'nombre_critiques': 14283, 'repartition_note': [246, 448, 712, 1191, 2125, 3354, 3550, 1980, 514, 163]}",56,"['7,1', '29 798']",70,"{'budget': 'EUR8,555,500', 'Cumulative_WW_Gross': '$15,709,652', 'location': 'Belgium | France | Luxembourg'}"
Knight of Cups,Film,['Drame'],"« Il était une fois un jeune prince que son père, le souverain du royaume d’Orient, avait envoyé en Égypte afin qu’il y trouve une perle. Lorsque le prince arriva, le peuple lui offrit une coupe pour étancher sa soif. En buvant, le prince oublia qu’il était fils de roi, il oublia sa quête et il sombra dans un profond sommeil… » Le père de Rick lui lisait cette histoire lorsqu’il était enfant. Aujourd’hui, Rick vit à Santa Monica et il est devenu auteur de comédies. Il aspire à autre chose, sans savoir réellement quoi. Il se demande quel chemin prendre.",['Terrence Malick'],1 h 58 min,10 septembre 2015,"['Christian Bale', ' Cate Blanchett', ' Natalie Portman']","{'note_moyenne': 5.9, 'nombre_critiques': 4491, 'repartition_note': [125, 189, 346, 473, 671, 829, 855, 601, 274, 128]}",57,"['5,7', '24 854']",53,"{'budget': None, 'Cumulative_WW_Gross': '$1,026,288', 'location': 'USA'}"
La Tête haute,Film,['Drame'],"Une juge pour mineur et un éducateur font tout leur possible pour sauver Malony, un jeune délinquant, jusqu'à ses 18 ans.",['Emmanuelle Bercot'],2 h,13 mai 2015,"['Rod Paradot', ' Catherine Deneuve', ' Sara Forestier']","{'note_moyenne': 6.9, 'nombre_critiques': 9829, 'repartition_note': [38, 57, 96, 265, 595, 1636, 3496, 2663, 804, 179]}",58,"['7,0', '3 263']",59,"{'budget': 'EUR5,000,000', 'Cumulative_WW_Gross': '$4,323,120', 'location': 'France'}"
La Loi du marché,Film,['Drame'],"Après 18 mois de chômage, Thierry, 51 ans, se retrouve face à un dilemme lorsqu'on lui demande, en tant qu'agent de sécurité, d'espionner ses collègues.",['Stéphane Brizé'],1 h 32 min,19 mai 2015,"['Vincent Lindon', ' Yves Ory', ' Karine De Mirbeck']","{'note_moyenne': 6.5, 'nombre_critiques': 9971, 'repartition_note': [72, 127, 245, 445, 1081, 2293, 3249, 1849, 486, 124]}",59,"['6,8', '5 628']",74,"{'budget': None, 'Cumulative_WW_Gross': '$6,518,931', 'location': 'France'}"
Dheepan,Film,"['Policier', 'drame']","Fuyant la guerre civile au Sri Lanka, un ancien soldat, une jeune femme et une petite fille se font passer pour une famille. Réfugiés en France dans une cité sensible, se connaissant à peine, ils tentent de se construire un foyer.",['Jacques Audiard'],1 h 49 min,26 août 2015,"['Jesuthasan Antonythasan', ' Kalieaswari Srinivasan', ' Claudine Vinasithamby']","{'note_moyenne': 6.5, 'nombre_critiques': 8327, 'repartition_note': [67, 93, 167, 360, 859, 1918, 2727, 1633, 411, 92]}",60,"['7,2', '14 320']",76,"{'budget': None, 'Cumulative_WW_Gross': '$5,562,575', 'location': 'France'}"
Beasts of No Nation,Film,"['Drame', 'guerre']","Un drame sur les expériences d'Agu, un enfant soldat combattant dans une guerre civile dans un pays africain inconnu.",['Cary Joji Fukunaga'],2 h 13 min,16 octobre 2015,"['Idris Elba', ' Abraham Attah', ' Emmanuel Nii Adom Quaye']","{'note_moyenne': 7.4, 'nombre_critiques': 4499, 'repartition_note': [6, 5, 20, 34, 147, 490, 1554, 1682, 468, 93]}",61,"['7,7', '73 699']",79,"{'budget': '$6,000,000', 'Cumulative_WW_Gross': '$90,777', 'location': 'USA'}"
The Walk - Rêver plus haut,Film,"['Drame', 'biopic']","Biopic sur le funambule français Philippe Petit, célèbre pour avoir joint en 1974 les deux tours du World Trade Center sur un fil, suspendu au-dessus du vide.",['Robert Zemeckis'],2 h 03 min,2 octobre 2015,"['Joseph Gordon-Levitt', ' Ben Kingsley', ' Charlotte Le Bon']","{'note_moyenne': 6.5, 'nombre_critiques': 7082, 'repartition_note': [39, 58, 180, 337, 849, 1764, 2338, 1154, 282, 81]}",62,"['7,3', '119 710']",70,"{'budget': '$35,000,000', 'Cumulative_WW_Gross': '$61,181,942', 'location': 'USA'}"
Les Dissociés,Film,['Comédie'],"Un matin, Lily et Ben se réveillent côte à côte dans des corps qui ne sont pas les leurs. Et Magalie, une petite fille dans le corps d’un grand homme barbu, les attend dans la chambre d’ami.",['Raphaël Descraques'],1 h 15 min,24 novembre 2015,"['Raphaël Descraques', ' Julien Josselin (Julfou)', ' Vincent Tirel']","{'note_moyenne': 6.7, 'nombre_critiques': 12618, 'repartition_note': [57, 84, 149, 332, 882, 2524, 4244, 3017, 1021, 308]}",63,"['7,0', '595']",Reviews,"{'budget': 'EUR150,000', 'Cumulative_WW_Gross': None, 'location': 'France'}"
Fast & Furious 7,Film,"['Action', ' aventure', 'policier']","Le gang de Dominic Toretto doit se protéger des attaques de Deckard Shaw, bien décidé à venger la mort de son frère.",['James Wan'],2 h 17 min,10 avril 2015,"['Vin Diesel', ' Dwayne Johnson', ' Paul Walker']","{'note_moyenne': 5.4, 'nombre_critiques': 16091, 'repartition_note': [567, 697, 1074, 1771, 2775, 3695, 3132, 1458, 525, 397]}",64,"['7,1', '358 674']",67,"{'budget': '$190,000,000', 'Cumulative_WW_Gross': '$1,515,253,888', 'location': 'USA | China | Japan | Canada | United Arab Emirates'}"
Notre petite sœur,Film,['Drame'],"Trois sœurs, Sachi, Yoshino et Chika, vivent ensemble à Kamakura. Par devoir, elles se rendent à l’enterrement de leur père, qui les avait abandonnées une quinzaine d’années auparavant. Elles font alors la connaissance de leur demi-sœur, Suzu, âgée de 14 ans. D’un commun accord, les jeunes femmes décident d’accueillir l’orpheline dans la grande maison familiale…",['Hirokazu Kore-eda'],2 h 03 min,28 octobre 2015,"['Haruka Ayase', ' Masami Nagasawa', ' Kaho']","{'note_moyenne': 7.3, 'nombre_critiques': 2725, 'repartition_note': [3, 6, 12, 57, 123, 331, 956, 870, 282, 85]}",65,"['7,5', '12 410']",75,"{'budget': None, 'Cumulative_WW_Gross': '$15,918,101', 'location': 'Japan'}"
Wild,Film,"['Biopic', 'drame']","Après un passé d'errance et d'addiction, Cheryl, bien que sans expérience, décide de parcourir 1700 km à pied et seule, dans le but de se reconstruire.",['Jean-Marc Vallée'],1 h 55 min,5 décembre 2014,"['Reese Witherspoon', ' Laura Dern', ' Thomas Sadoski']","{'note_moyenne': 6.6, 'nombre_critiques': 10365, 'repartition_note': [28, 66, 153, 389, 1018, 2639, 3559, 1814, 519, 180]}",66,"['7,1', '120 208']",76,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$52,501,541', 'location': 'USA'}"
L’Étreinte du serpent,Film,['Aventure'],"Karamakate, un chaman amazonien puissant, dernier survivant de son peuple, vit isolé dans les profondeurs de la jungle. Des dizaines d’années de solitude ont fait de lui un chullachaqui, un humain dépourvu de souvenirs et d’émotions. Sa vie est bouleversée par l’arrivée d’Evans, un ethnobotaniste américain à la recherche de la yakruna, une plante sacrée très puissante, possédant la vertu d’apprendre à rêver. Ils entreprennent ensemble un voyage jusqu’au cœur de la forêt Amazonienne au cours duquel, passé, présent et futur se confondent, et qui permettra à Karamakate de retrouver peu à peu ses souvenirs perdus.",['Ciro Guerra'],2 h 05 min,25 mai 2015,"['Nilbio Torres', ' Jan Bijvoet', ' Antonio Bolivar']","{'note_moyenne': 7.6, 'nombre_critiques': 2306, 'repartition_note': [3, 5, 11, 33, 79, 202, 547, 837, 447, 142]}",67,"['7,9', '20 819']",82,"{'budget': '$1,400,000', 'Cumulative_WW_Gross': '$3,217,176', 'location': 'Colombia | Venezuela | Argentina'}"
Still Alice,Film,['Drame'],"Alice, enseignante à l'université, est atteinte d'Alzheimer. Dans son combat pour rester elle-même, ses liens avec sa famille sont mis à l'épreuve.","['Richard Glatzer', 'Wash Westmoreland']",1 h 41 min,5 décembre 2014,"['Julianne Moore', ' Kristen Stewart', ' Kate Bosworth']","{'note_moyenne': 6.9, 'nombre_critiques': 7862, 'repartition_note': [16, 23, 64, 185, 511, 1533, 2984, 1880, 523, 143]}",68,"['7,5', '126 309']",72,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$44,779,195', 'location': 'USA | UK | France'}"
Vampires en toute intimité,Film,"['Comédie', 'Épouvante-horreur']","Dans ce ""mockumnetaire"" sur la vie quotidienne de vampires de plusieurs générations, des questions sont posées : qu'arrive-t-il quand des vampires croisent des loups-garous ? comment se respecter en tant que vampire quand on a perdu son pouvoir de persuasion ? peut-on avoir un ami humain sans avoir envie de le « consommer » ? comment tirer parti d'Internet quand on est un vampire né il y a des centaines d'années ?

Nos cinq colocataires tentent de s'acclimater à leur époque sans pour autant avoir les bonnes réponses.","['Jemaine Clement', 'Taika Waititi']",1 h 26 min,19 juin 2014,"['Taika Waititi', ' Jemaine Clement', ' Jonny Brugh']","{'note_moyenne': 7.2, 'nombre_critiques': 8672, 'repartition_note': [32, 48, 61, 155, 398, 1183, 2983, 2754, 830, 228]}",69,"['7,7', '156 853']",76,"{'budget': '$1,600,000', 'Cumulative_WW_Gross': '$7,253,160', 'location': 'New Zealand'}"
Macbeth,Film,['Drame'],"11e siècle : Ecosse. Macbeth, chef des armées, sort victorieux de la guerre qui fait rage dans tout le pays. Sur son chemin, trois sorcières lui prédisent qu’il deviendra roi. Comme envoûtés par la prophétie, Macbeth et son épouse montent alors un plan machiavélique pour régner sur le trône, jusqu’à en perdre la raison.",['Justin Kurzel'],1 h 53 min,1 octobre 2015,"['Michael Fassbender', ' Marion Cotillard', ' Paddy Considine']","{'note_moyenne': 6.1, 'nombre_critiques': 5153, 'repartition_note': [55, 81, 229, 442, 861, 1174, 1234, 777, 228, 72]}",70,"['6,6', '52 813']",71,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$16,322,067', 'location': 'UK | France | USA'}"
Big Eyes,Film,"['Biopic', 'drame']",Biopic de deux artistes dont les peintures d’enfants aux grands yeux ont été les premières œuvres d’art vendues en masse dans les années 50-60.,['Tim Burton'],1 h 46 min,25 décembre 2014,"['Amy Adams', ' Christoph Waltz', ' Krysten Ritter']","{'note_moyenne': 6.2, 'nombre_critiques': 16376, 'repartition_note': [81, 145, 338, 935, 2240, 4852, 4985, 2170, 478, 152]}",71,"['7,0', '85 637']",62,"{'budget': '$10,000,000', 'Cumulative_WW_Gross': '$29,253,166', 'location': 'USA | Canada'}"
This Is Not A Love Story,Film,['Drame'],"Greg Gaines, un lycéen maladroit et associable a pour seul ami un dénommé Earl, avec qui il réalise parfois de courtes parodies de films. Il va également se lier d'amitié avec Rachel, une camarade de lycée atteinte d'une leucémie.",['Alfonso Gomez-Rejon'],1 h 44 min,12 juin 2015,"['Thomas Mann', ' Olivia Cooke', ' RJ Cyler']","{'note_moyenne': 7.2, 'nombre_critiques': 5086, 'repartition_note': [12, 8, 36, 99, 245, 783, 1684, 1600, 488, 131]}",72,"['7,7', '122 899']",74,"{'budget': '$8,000,000', 'Cumulative_WW_Gross': '$9,074,749', 'location': 'USA'}"
Avril et le Monde truqué,Long-métrage d'animation,"['Animation', ' aventure', ' comédie']","1941. Le monde est radicalement différent de celui décrit par l’Histoire habituelle. Napoléon V règne sur la France, où, comme partout sur le globe, depuis 70 ans, les savants disparaissent mystérieusement, privant l’humanité d’inventions capitales. Ignorant notamment radio, télévision, électricité, aviation, moteur à explosion, cet univers est enlisé dans une technologie dépassée, comme endormi dans un savoir du XIX° siècle, gouverné par le charbon et la vapeur. C’est dans ce monde étrange qu’une jeune fille, Avril, part à la recherche de ses parents, scientifiques disparus, en compagnie de Darwin, son chat parlant, et de Julius, jeune gredin des rues. Ce trio devra affronter les dangers et les mystères de ce Monde Truqué. Qui enlève les savants depuis des décennies ? Dans quel sinistre but ?","['Christian Desmares', 'Franck Ekinci']",1 h 45 min,4 novembre 2015,"['Marion Cotillard', ' Marc-André Grondin', ' Philippe Katerine']","{'note_moyenne': 7.2, 'nombre_critiques': 6794, 'repartition_note': [10, 11, 39, 90, 274, 1047, 2528, 2036, 608, 151]}",73,"['7,3', '6 863']",85,"{'budget': '$12,400,000', 'Cumulative_WW_Gross': '$495,879', 'location': 'France | Canada | Belgium'}"
Amy,Documentaire,,"Documentaire sur Amy Winehouse, une artiste au succès planétaire récompensée par six Grammy Awards. Retour sur sa vie, sur son talent et ses failles.",['Asif Kapadia'],Musique et biopic,2 h 07 min,"['Amy Winehouse', ' Mos Def', ' Mark Ronson']","{'note_moyenne': 7.2, 'nombre_critiques': 6391, 'repartition_note': [12, 20, 49, 99, 271, 826, 2323, 1973, 616, 202]}",74,"['7,0', '5 620']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA'}"
Snow Therapy,Film,"['Drame', 'comédie']","Une famille suédoise voyage dans les Alpes françaises pour skier pendant quelques jours. Pendant un déjeuner, une avalanche met tout sens dessus dessous.",['Ruben Östlund'],2 h,15 août 2014,"['Johannes Kuhnke', ' Lisa Loven Kongsli', ' Vincent Wettergren']","{'note_moyenne': 6.5, 'nombre_critiques': 6002, 'repartition_note': [35, 61, 171, 334, 687, 1459, 1825, 1074, 287, 69]}",75,"['7,3', '49 057']",87,"{'budget': None, 'Cumulative_WW_Gross': '$4,094,339', 'location': 'Sweden | France | Norway | Denmark'}"
The Visit,Film,"['Épouvante-Horreur', ' comédie', 'thriller']",Un frère et une sœur partent en vacances dans la ferme de leurs grand parents en Pennsylvanie. Ils y découvrent les activités plus que suspectes du vieux couple...,['M. Night Shyamalan'],1 h 34 min,11 septembre 2015,"['Kathryn Hahn', ' Olivia DeJonge', ' Ed Oxenbould']","{'note_moyenne': 6.2, 'nombre_critiques': 11024, 'repartition_note': [120, 196, 405, 769, 1402, 2747, 3423, 1500, 352, 110]}",76,"['6,2', '113 619']",55,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$98,450,062', 'location': 'USA'}"
Dope,Film,"['Comédie', 'drame']","Malcom, jeune geek fan de hip-hop des années 90 vit à Inglewood, un quartier chaud de Los Angeles. Avec ses deux amis Diggy et Jibs, il jongle entre musique, lycée et entretiens pour entrer à l’université. Une invitation à une soirée underground va l’entrainer dans une aventure qui pourrait bien le faire passer du statut de « geek » à celui de mec cool, un « dope ».",['Rick Famuyiwa'],1 h 43 min,19 juin 2015,"['Shameik Moore', ' Kiersey Clemons', ' Tony Revolori']","{'note_moyenne': 6.6, 'nombre_critiques': 6678, 'repartition_note': [29, 48, 134, 275, 702, 1648, 2451, 1125, 216, 50]}",77,"['7,2', '80 625']",72,"{'budget': '$7,000,000', 'Cumulative_WW_Gross': '$17,986,781', 'location': 'USA'}"
Whiplash,Film,['Drame'],"Andrew, 19 ans, rêve de devenir l’un des meilleurs batteurs de jazz de sa génération. Mais la concurrence est rude au conservatoire de Manhattan où il s’entraîne avec acharnement. Il a pour objectif d’intégrer le fleuron des orchestres dirigé par Terence Fletcher, professeur féroce et intraitable. Lorsque celui-ci le repère enfin, Andrew se lance, sous sa direction, dans la quête de l’excellence...",['Damien Chazelle'],1 h 47 min,10 octobre 2014,"['Miles Teller', ' J.K. Simmons', ' Melissa Benoist']","{'note_moyenne': 8.1, 'nombre_critiques': 61810, 'repartition_note': [120, 122, 255, 471, 1187, 3264, 10659, 22181, 17703, 5848]}",78,"['8,5', '714 217']",88,"{'budget': '$3,300,000', 'Cumulative_WW_Gross': '$49,396,747', 'location': 'USA'}"
Invincible,Film,"['Biopic', ' guerre', 'drame']","L'histoire vraie de Louis Zamperini, coureur olympique qui a été envoyé dans un camp de guerre par la marine japonaise en 1942, après le crash de son avion.",['Angelina Jolie'],2 h 17 min,25 décembre 2014,"[""Jack O'Connell"", ' Finn Wittrock', ' Domhnall Gleeson']","{'note_moyenne': 6.5, 'nombre_critiques': 11443, 'repartition_note': [40, 92, 218, 496, 1229, 2808, 3604, 2048, 672, 236]}",79,"['7,2', '148 755']",59,"{'budget': '$65,000,000', 'Cumulative_WW_Gross': '$161,459,297', 'location': 'USA'}"
