nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
The Florida Project,Film,['Drame'],"Moonee a 6 ans et un sacré caractère.
Lâchée en toute liberté dans un motel de la banlieue de Disney world, elle y fait les 400 coups avec sa petite bande de gamins insolents.
Ses incartades ne semblent pas trop inquiéter Hally, sa très jeune mère.
En situation précaire comme tous les habitants du motel, celle-ci est en effet trop concentrée sur des plans plus ou moins honnêtes pour assurer leur quotidien…",['Sean Baker'],1 h 51 min,20 décembre 2017,"['Brooklynn Prince', ' Bria Vinaite', ' Willem Dafoe']","{'note_moyenne': 7.0, 'nombre_critiques': 7075, 'repartition_note': [16, 24, 61, 161, 402, 1155, 2621, 1892, 600, 143]}",39,"['7,6', '94 483']",92,"{'budget': '$2,000,000', 'Cumulative_WW_Gross': '$10,971,298', 'location': 'USA'}"
Le Sens de la fête,Film,['Comédie'],"L'histoire se déroule le temps d'une journée de mariage, et plus précisément d'une soirée, que le spectateur suivra depuis les coulisses à travers les regards de plusieurs protagonistes, dont un traiteur, un photographe, un animateur chanteur, des cuisiniers, une brigade de serveurs, etc..","['Olivier Nakache', 'Eric Toledano']",1 h 57 min,4 octobre 2017,"['Jean-Pierre Bacri', ' Jean-Paul Rouve', ' Gilles Lellouche']","{'note_moyenne': 6.6, 'nombre_critiques': 18422, 'repartition_note': [70, 126, 303, 674, 1741, 4623, 6714, 3198, 739, 234]}",40,"['6,8', '9 106']",Reviews,"{'budget': 'EUR14,850,000', 'Cumulative_WW_Gross': '$32,764,243', 'location': 'Belgium | Canada | France'}"
A Beautiful Day,Film,"['Drame', 'thriller']","Un vétéran de guerre tente de sauver une jeune fille d'un réseau de trafic sexuel, mais les choses prennent une horrible tournure.",['Lynne Ramsay'],1 h 30 min,6 avril 2017,"['Joaquin Phoenix', ' Ekaterina Samsonov', ' Alessandro Nivola']","{'note_moyenne': 6.3, 'nombre_critiques': 8999, 'repartition_note': [82, 93, 276, 559, 1192, 2195, 2578, 1471, 428, 125]}",41,"['6,8', '103 506']",84,"{'budget': None, 'Cumulative_WW_Gross': '$9,360,514', 'location': 'UK | USA | France'}"
Brimstone,Film,"['Thriller', ' western', 'drame']","Dans l’Ouest américain, à la fin du XIX siècle. Liz, une jeune femme d’une vingtaine d’années, mène une vie paisible auprès de sa famille. Mais sa vie va basculer le jour où un sinistre prêcheur leur rend visite. Liz devra prendre la fuite face à cet homme qui la traque sans répit depuis l’enfance…",['Martin Koolhoven'],2 h 28 min,12 janvier 2017,"['Dakota Fanning', ' Guy Pearce', ' Kit Harington']","{'note_moyenne': 6.8, 'nombre_critiques': 4494, 'repartition_note': [36, 39, 104, 214, 380, 779, 1389, 1134, 330, 89]}",42,"['7,1', '36 407']",45,"{'budget': 'EUR12,000,000', 'Cumulative_WW_Gross': '$2,140,941', 'location': 'Netherlands | France | Germany | Belgium | Sweden | UK | USA'}"
Je ne suis pas votre nègre,Documentaire,,"À travers les propos et les écrits de l’écrivain noir américain James Baldwin, Raoul Peck propose un film qui revisite les luttes sociales et politiques des Afro-Américains au cours de ces dernières décennies.",['Raoul Peck'],1 h 33 min,16 février 2017,"['Samuel L. Jackson', ' James Baldwin', ' Harry Belafonte']","{'note_moyenne': 7.7, 'nombre_critiques': 4967, 'repartition_note': [13, 4, 16, 43, 141, 351, 1297, 1966, 865, 271]}",43,"['7,9', '19 448']",95,"{'budget': None, 'Cumulative_WW_Gross': '$8,345,298', 'location': 'Switzerland | France | Belgium | USA'}"
T2 Trainspotting,Film,['Drame'],"D’abord, une bonne occasion s’est présentée. Puis vint la trahison.
Vingt ans plus tard, certaines choses ont changé, d’autres non.
Mark Renton revient au seul endroit qu’il ait jamais considéré comme son foyer.
Spud, Sick Boy et Begbie l’attendent.
Mais d’autres vieilles connaissances le guettent elles aussi : la tristesse, le deuil, la joie, la vengeance, la haine, l’amitié, le désir, la peur, les regrets, l’héroïne, l’autodestruction, le danger et la mort. Toutes sont là pour l’accueillir, prêtes à entrer dans la danse...",['Danny Boyle'],1 h 57 min,27 janvier 2017,"['Ewan McGregor', ' Ewen Bremner', ' Jonny Lee Miller']","{'note_moyenne': 6.3, 'nombre_critiques': 9685, 'repartition_note': [68, 124, 285, 643, 1224, 2531, 2902, 1345, 398, 165]}",44,"['7,2', '113 458']",67,"{'budget': '$18,000,000', 'Cumulative_WW_Gross': '$41,681,746', 'location': 'UK'}"
Life : Origine inconnue,Film,"['Épouvante-Horreur', ' science-fiction', 'thriller']","À bord de la Station Spatiale Internationale, l’équipage fait l’une des plus importantes découvertes de l’histoire de l’humanité : la preuve d’une vie extraterrestre sur Mars. Alors qu’ils approfondissent leurs recherches, leurs expériences vont avoir des conséquences inattendues...",['Daniel Espinosa'],1 h 44 min,22 mars 2017,"['Jake Gyllenhaal', ' Rebecca Ferguson', ' Ryan Reynolds']","{'note_moyenne': 6.0, 'nombre_critiques': 16848, 'repartition_note': [120, 253, 612, 1218, 2874, 5058, 4696, 1613, 304, 100]}",46,"['6,6', '206 813']",54,"{'budget': '$58,000,000', 'Cumulative_WW_Gross': '$100,541,806', 'location': 'UK | USA'}"
Un jour dans la vie de Billy Lynn,Film,"['Drame', 'guerre']","Billy Lynn, survivant d'un affrontement aussi bref qu'intense en Irak, retourne aux États-Unis en compagnie de sept autres des membres de son unité. Considérés comme des héros, le gouvernement leur demande de promouvoir la guerre au cours d'un Victory Tour.",['Ang Lee'],1 h 50 min,9 novembre 2016,"['Joe Alwyn', ' Kristen Stewart', ' Garrett Hedlund']","{'note_moyenne': 6.9, 'nombre_critiques': 2867, 'repartition_note': [12, 20, 57, 99, 286, 590, 978, 613, 169, 43]}",47,"['6,2', '21 087']",53,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$30,930,984', 'location': 'UK | China | USA'}"
"LEGO Batman, le film",Long-métrage d'animation,"['Action', ' comédie', ' fantastique']","La situation a bien changé à Gotham – et s'il veut sauver la ville des griffes du Joker, il lui faudra arrêter de jouer au justicier masqué et découvrir le travail d'équipe ! Peut-être pourra-t-il alors se décoincer un peu…",['Chris McKay'],1 h 44 min,8 février 2017,"['Will Arnett', ' Zach Galifianakis', ' Michael Cera']","{'note_moyenne': 6.4, 'nombre_critiques': 9112, 'repartition_note': [57, 88, 201, 419, 1167, 2420, 2979, 1355, 321, 105]}",48,"['7,3', '130 938']",75,"{'budget': '$80,000,000', 'Cumulative_WW_Gross': '$311,950,384', 'location': 'USA | Denmark | Australia'}"
Seven Sisters,Film,"['Action', ' policier', ' drame']","2073. La Terre est surpeuplée. Le gouvernement décide d’instaurer une politique d’enfant unique, appliquée de main de fer par le Bureau d’Allocation des Naissances, sous l’égide de Nicolette Cayman (Glenn Close).
Confronté à la naissance de septuplées, Terrence Settman (Willem Dafoe) décide de garder secrète l’existence de ses 7 petites-filles. Confinées dans leur appartement, prénommées d’un jour de la semaine, elles devront chacune leur tour partager une identité unique à l’extérieur, simulant l’existence d’une seule personne : Karen Settman (Noomi Rapace).
Si le secret demeure intact des années durant, tout s’effondre le jour où Lundi disparait mystérieusement…",['Tommy Wirkola'],2 h 03 min,30 août 2017,"['Noomi Rapace', ' Glenn Close', ' Willem Dafoe']","{'note_moyenne': 6.1, 'nombre_critiques': 20031, 'repartition_note': [139, 284, 726, 1443, 2945, 5285, 5648, 2602, 688, 271]}",49,"['6,9', '104 059']",47,"{'budget': None, 'Cumulative_WW_Gross': '$27,975,429', 'location': 'UK | France | USA | Belgium'}"
Monsieur & Madame Adelman,Film,"['Comédie', 'romance']","Lorsque Sarah rencontre Victor en 1971, elle ne sait pas encore qu’ils vont traverser ensemble 45 ans d’une vie pleine de passion et de secrets, de chagrins et de surprises... L’odyssée d’un couple.",['Nicolas Bedos'],2 h,8 mars 2017,"['Nicolas Bedos', ' Doria Tillier', ' Denis Podalydès']","{'note_moyenne': 7.0, 'nombre_critiques': 6752, 'repartition_note': [25, 54, 101, 143, 360, 933, 2307, 1953, 671, 205]}",50,"['7,3', '4 053']",Reviews,"{'budget': 'EUR5,983,685', 'Cumulative_WW_Gross': '$2,796,077', 'location': 'France | Belgium'}"
Song to Song,Film,"['Drame', ' comédie musicale', 'romance']","Une histoire d'amour moderne, sur la scène musicale d'Austin au Texas, deux couples - d'un côté Faye et le chanteur BV, et de l'autre un magnat de l'industrie musicale et une serveuse - voient leurs destins et leurs amours se mêler, alors que chacun cherche le succès dans cet univers rock'n'roll fait de séduction et de trahison.",['Terrence Malick'],2 h 09 min,17 mars 2017,"['Ryan Gosling', ' Rooney Mara', ' Michael Fassbender']","{'note_moyenne': 5.8, 'nombre_critiques': 4467, 'repartition_note': [111, 185, 311, 478, 700, 926, 878, 557, 229, 92]}",51,"['5,7', '18 797']",54,"{'budget': None, 'Cumulative_WW_Gross': '$1,813,453', 'location': 'USA'}"
Le Redoutable,Film,"['Biopic', ' romance', ' comédie']","Paris 1967. Jean Luc Godard, le cinéaste le plus en vue de sa génération, tourne La Chinoise avec la femme qu'il aime, Anne Wiazemsky, de 20 ans sa cadette. Ils sont heureux, amoureux, séduisants, ils se marient. Mais la réception du film à sa sortie enclenche chez Jean Luc une remise en question profonde.
Mai 68 va amplifier le processus, et la crise que traverse Jean Luc va le transformer profondément passant de cinéaste star en artiste maoiste hors système aussi incompris qu'incompréhensible.",['Michel Hazanavicius'],1 h 47 min,13 septembre 2017,"['Louis Garrel', ' Stacy Martin', ' Bérénice Bejo']","{'note_moyenne': 6.4, 'nombre_critiques': 6396, 'repartition_note': [73, 79, 148, 317, 592, 1460, 2217, 1222, 227, 61]}",52,"['6,6', '4 580']",55,"{'budget': 'EUR11,110,000', 'Cumulative_WW_Gross': '$1,332,204', 'location': 'France | Myanmar'}"
Loving,Film,"['Biopic', 'drame']","Mildred et Richard Loving s'aiment et décident de se marier. Rien de plus naturel – sauf qu'il est blanc et qu'elle est noire dans l'Amérique ségrégationniste de 1958. L'État de Virginie où les Loving ont décidé de s'installer les poursuit en justice : le couple est condamné à une peine de prison, avec suspension de la sentence à condition qu'il quitte l'État. Considérant qu'il s'agit d'une violation de leurs droits civiques, Richard et Mildred portent leur affaire devant les tribunaux.",['Jeff Nichols'],2 h 03 min,4 novembre 2016,"['Joel Edgerton', ' Ruth Negga', ' Marton Csokas']","{'note_moyenne': 6.5, 'nombre_critiques': 5105, 'repartition_note': [14, 23, 87, 207, 599, 1365, 1736, 839, 180, 55]}",54,"['7,0', '31 787']",79,"{'budget': '$9,000,000', 'Cumulative_WW_Gross': '$12,957,265', 'location': 'UK | USA'}"
Miss Sloane,Film,"['Drame', 'thriller']","Elizabeth Sloane est une lobbyiste impitoyable réputée pour son talent hors pair, prête à tout pour gagner. Ses bras de fer avec les plus hautes instances du Congrès américain lèveront peu à peu le voile sur les véritables règles du jeu en vigueur à Washington.",['John Madden'],2 h 12 min,9 décembre 2016,"['Jessica Chastain', ' Mark Strong', ' John Lithgow']","{'note_moyenne': 6.8, 'nombre_critiques': 5933, 'repartition_note': [14, 33, 49, 208, 462, 1280, 2242, 1256, 301, 88]}",56,"['7,5', '64 047']",64,"{'budget': '$13,000,000', 'Cumulative_WW_Gross': '$9,101,546', 'location': 'France | USA | UK | Canada'}"
Alien: Covenant,Film,"['Science-fiction', 'Épouvante-horreur']","En route pour une planète lointaine de l'autre côté de la galaxie, l'équipage du vaisseau-colonie Covenant découvre ce qu'ils pensent être un paradis inexploré. Mais, en réalité, il s'agit d'un monde sombre et dangereux - dont le seul habitant est un androïde rescapé de l'expédition funeste... Lire la suite",['Ridley Scott'],2 h 02 min,10 mai 2017,"['Michael Fassbender', ' Katherine Waterston', ' Billy Crudup']","{'note_moyenne': 5.2, 'nombre_critiques': 18784, 'repartition_note': [476, 843, 1643, 2834, 4039, 4518, 2981, 1025, 273, 152]}",57,"['6,4', '253 641']",65,"{'budget': '$97,000,000', 'Cumulative_WW_Gross': '$240,891,763', 'location': 'USA | UK'}"
Le Grand Méchant Renard et autres contes,Long-métrage d'animation,"['Animation', ' comédie', 'sketches']","Ceux qui pensent que la campagne est un lieu calme et paisible se trompent, on y trouve des animaux particulièrement agités, un Renard qui se prend pour une poule, un Lapin qui fait la cigogne et un Canard qui veut remplacer le Père Noël. Si vous voulez prendre des vacances, passez votre chemin…","['Benjamin Renner', 'Patrick Imbert']",1 h 19 min,21 juin 2017,"['Guillaume Darnault', ' Boris Rehlinger', ' Céline Ronté']","{'note_moyenne': 7.1, 'nombre_critiques': 4293, 'repartition_note': [8, 8, 25, 47, 207, 753, 1658, 1148, 333, 106]}",58,"['7,4', '2 421']",73,"{'budget': '$3,000,000', 'Cumulative_WW_Gross': '$9,399,067', 'location': 'France | Belgium'}"
La Belle et la Bête,Film,"['Fantastique', ' comédie musicale', 'romance']","Fin du XVIIIè siècle, dans un petit village français. Belle, jeune fille rêveuse et passionnée de littérature, vit avec son père, un vieil inventeur farfelu. S'étant perdu une nuit dans la fôret, ce dernier se réfugie au château de la Bête, qui la jette au cachot. Ne pouvant supporter de voir son père emprisonné, Belle accepte alors de prendre sa place, ignorant que sous le masque du monstre se cache un Prince Charmant tremblant d'amour pour elle, mais victime d'une terrible malédiction.",['Bill Condon'],2 h 10 min,15 mars 2017,"['Emma Watson', ' Dan Stevens', ' Luke Evans']","{'note_moyenne': 5.7, 'nombre_critiques': 16517, 'repartition_note': [209, 382, 791, 1601, 2927, 4260, 3582, 1753, 600, 412]}",59,"['7,1', '273 534']",65,"{'budget': '$160,000,000', 'Cumulative_WW_Gross': '$1,264,064,831', 'location': 'USA'}"
Tous en scène,Long-métrage d'animation,['Comédie musicale'],"Buster Moon est un élégant koala qui dirige un grand théâtre, jadis illustre, mais aujourd’hui tombé en désuétude. Buster est un éternel optimiste, un peu bougon, qui aime son précieux théâtre au-delà de tout et serait prêt à tout pour le sauver. C’est alors qu’il trouve une chance en or pour... Lire la suite",['Garth Jennings'],1 h 48 min,2 décembre 2016,"['Matthew McConaughey', ' Reese Witherspoon', ' Seth MacFarlane']","{'note_moyenne': 6.4, 'nombre_critiques': 11715, 'repartition_note': [36, 97, 170, 448, 1256, 3181, 3959, 1886, 463, 219]}",60,"['7,1', '133 559']",59,"{'budget': '$75,000,000', 'Cumulative_WW_Gross': '$634,181,922', 'location': 'USA | Japan'}"
Valérian et la Cité des mille planètes,Film,"['Action', ' aventure', 'science-fiction']","Nous sommes en 2740. Valérian et Laureline sont deux agents spatio-temporels. À bord de leur vaisseau ""l'Intruder"", ils sillonnent l'espace et le temps afin d'accomplir les différentes missions que leur confie le Pouvoir Central. Cette nouvelle aventure les emmène sur la station orbitale ""Alpha"" qui abrite 17 millions d'individus venant des quatre coins de l'univers. Près de 8000 espèces différentes y échangent leurs connaissances et leurs savoirs, leurs technologies et leurs pouvoirs. Le pire endroit pour mener une enquête...",['Luc Besson'],2 h 12 min,26 juillet 2017,"['Dane DeHaan', ' Cara Delevingne', ' Clive Owen']","{'note_moyenne': 5.4, 'nombre_critiques': 23225, 'repartition_note': [398, 774, 1582, 2940, 4722, 5881, 4470, 1709, 469, 280]}",61,"['6,5', '161 733']",51,"{'budget': '$177,200,000', 'Cumulative_WW_Gross': '$225,973,340', 'location': 'France | China | Belgium | Germany | United Arab Emirates | USA | Canada | New Zealand | Singapore | UK | Thailand'}"
Ce qui nous lie,Film,['Drame'],"Jean a quitté sa famille et sa Bourgogne natale il y a dix ans pour faire le tour du monde. En apprenant la mort imminente de son père, il revient dans la terre de son enfance. Il retrouve sa sœur, Juliette, et son frère, Jérémie. Leur père meurt juste avant le début des vendanges. En l’espace d’un an, au rythme des saisons qui s’enchaînent, ces 3 jeunes adultes vont retrouver ou réinventer leur fraternité, s’épanouissant et mûrissant en même temps que le vin qu’ils fabriquent.",['Cédric Klapisch'],1 h 53 min,14 juin 2017,"['Pio Marmaï', ' Ana Girardot', ' François Civil']","{'note_moyenne': 6.7, 'nombre_critiques': 7775, 'repartition_note': [12, 36, 103, 245, 553, 1799, 3028, 1543, 362, 94]}",62,"['6,9', '4 096']",58,"{'budget': 'EUR7,870,000', 'Cumulative_WW_Gross': '$11,625,884', 'location': 'France'}"
Le Caire Confidentiel,Film,"['Policier', ' drame', 'thriller']","Le Caire, janvier 2011, quelques jours avant le début de la révolution. Une jeune chanteuse est assassinée dans une chambre d’un des grands hôtels de la ville. Noureddine, inspecteur revêche chargé de l’enquête, réalise au fil de ses investigations que les coupables pourraient bien être liés à la... Lire la suite",['Tarik Saleh'],1 h 51 min,5 juillet 2017,"['Fares Fares', ' Mari Malek', ' Yasser Ali Maher']","{'note_moyenne': 6.8, 'nombre_critiques': 4420, 'repartition_note': [11, 10, 31, 78, 285, 976, 1811, 982, 200, 36]}",63,"['6,7', '7 194']",70,"{'budget': '$4,250,000', 'Cumulative_WW_Gross': '$3,979,536', 'location': 'Sweden | Germany | Denmark | Morocco | France'}"
Psiconautas,Long-métrage d'animation,"['Animation', ' drame', 'science-fiction']","Sur une île ravagée par un désastre écologique, deux adolescents ont décidé de fuir leur entourage et leur quotidien : l’étrange Birdboy en se coupant du monde et en affrontant ses démons intérieurs, la téméraire Dinky en préparant un voyage dangereux, avec l’espoir secret que Birdboy l’accompagne.","['Alberto Vázquez', 'Pedro Rivero']",1 h 16 min,24 mai 2017,"['Andrea Alzuri', ' Eva Ojanguren', ' Josu Cubero']","{'note_moyenne': 7.5, 'nombre_critiques': 1697, 'repartition_note': [0, 5, 15, 29, 67, 173, 454, 558, 313, 83]}",64,"['7,3', '2 095']",76,"{'budget': 'EUR1,000,000', 'Cumulative_WW_Gross': '$52,366', 'location': 'Spain | Japan'}"
A Cure for Life,Film,['Thriller'],"Lockhart, jeune cadre ambitieux, est lancé sur la trace de son patron disparu dans un mystérieux centre de bien-être en Suisse. Pris au piège de l’Institut et de son énigmatique corps médical, il découvre peu à peu la sinistre nature des soins proposés aux patients.
Alors qu’on lui diagnostique le même mal qui habite l’ensemble des pensionnaires, Lockhart n’a plus d’autres choix que de se soumettre à l’étrange traitement délivré par le centre…la Cure.",['Gore Verbinski'],2 h 26 min,15 février 2017,"['Dane DeHaan', ' Jason Isaacs', ' Mia Goth']","{'note_moyenne': 5.9, 'nombre_critiques': 9146, 'repartition_note': [66, 147, 409, 964, 1606, 2560, 2174, 891, 241, 88]}",65,"['6,4', '86 133']",47,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$26,620,002', 'location': 'USA | Germany'}"
Barbara,Film,['Drame'],"Une actrice va jouer Barbara, le tournage va commencer bientôt. Elle travaille son personnage, la voix, les chansons, les partitions, les gestes, le tricot, les scènes à apprendre, ça va, ça avance, ça grandit, ça l'envahit même. Le réalisateur aussi travaille, par ses rencontres, par les... Lire la suite",['Mathieu Amalric'],1 h 37 min,6 septembre 2017,"['Jeanne Balibar', ' Mathieu Amalric', ' Vincent Peirani']","{'note_moyenne': 6.4, 'nombre_critiques': 3197, 'repartition_note': [29, 56, 129, 205, 405, 694, 848, 586, 189, 56]}",66,"['7,1', '12 687']",86,"{'budget': None, 'Cumulative_WW_Gross': '$6,889,185', 'location': 'Germany'}"
Jim et Andy,Documentaire,,"Documentaire sur le tournage de ""Man on the Moon"" et le processus extrême adopté par Jim Carrey pour devenir Andy Kaufman.",['Chris Smith'],1 h 34 min,17 novembre 2017,"['Jim Carrey', ' Miloš Forman', ' Danny DeVito']","{'note_moyenne': 7.7, 'nombre_critiques': 3830, 'repartition_note': [1, 3, 2, 28, 84, 366, 1105, 1515, 576, 150]}",67,"['7,7', '23 070']",77,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA | Canada'}"
La Passion Van Gogh,Long-métrage d'animation,"['Policier', ' drame', ' biopic']","""La passion Van Gogh"" est le premier long métrage d'animation réalisé uniquement par l'intermédiaire de toiles peintes à la main ! Plus de 120 peintures de l'artiste sont utilisées et l'intrigue est basée sur 800 lettres manuscrites de Van Gogh.","['Dorota Kobiela', 'Hugh Welchman']",1 h 34 min,11 octobre 2017,"['Douglas Booth', "" Chris O'Dowd"", ' Jerome Flynn']","{'note_moyenne': 7.4, 'nombre_critiques': 3298, 'repartition_note': [7, 8, 17, 49, 130, 384, 1020, 1079, 447, 157]}",68,"['7,8', '50 531']",62,"{'budget': 'EUR5,000,000', 'Cumulative_WW_Gross': '$42,187,665', 'location': 'Poland | UK | USA | Switzerland | Netherlands'}"
Thelma,Film,"['Romance', ' science-fiction', 'thriller']","Thelma, une jeune et timide étudiante, vient de quitter la maison de ses très dévots parents, située sur la côte ouest de Norvège, pour aller étudier dans une université d'Oslo. Là, elle se sent irrésistiblement et secrètement attirée par la très belle Anja. Tout semble se passer plutôt bien mais... Lire la suite",['Joachim Trier'],1 h 56 min,15 septembre 2017,"['Eili Harboe', ' Okay Kaya', ' Ellen Dorrit Petersen']","{'note_moyenne': 6.7, 'nombre_critiques': 3450, 'repartition_note': [11, 13, 51, 154, 321, 774, 1192, 729, 153, 52]}",69,"['7,0', '26 602']",74,"{'budget': 'NOK47,500,000', 'Cumulative_WW_Gross': '$1,463,727', 'location': 'Norway | France | Denmark | Sweden'}"
"Visages, villages",Documentaire,,"Agnès Varda et JR partent sur les routes de France en quête de rencontres spontanées ou organisées. En voiture et dans le camion spécial de JR, loin des grandes villes, ils combineront leurs deux façons d'aller vers les autres.","['JR', 'Agnès Varda']",1 h 29 min,28 juin 2017,"['Agnès Varda', ' JR', ' Jeannine Carpentier']","{'note_moyenne': 6.9, 'nombre_critiques': 4184, 'repartition_note': [21, 29, 59, 158, 294, 718, 1309, 1051, 406, 139]}",70,"['7,9', '10 795']",94,"{'budget': None, 'Cumulative_WW_Gross': '$3,996,577', 'location': 'France'}"
20th Century Women,Film,['Comédie dramatique'],"Santa Barbara, 1979. Trois femmes racontent à un jeune garçon leur expérience des hommes, des femmes, de l'amour et de la liberté",['Mike Mills'],1 h 58 min,8 octobre 2016,"['Annette Bening', ' Elle Fanning', ' Greta Gerwig']","{'note_moyenne': 7.0, 'nombre_critiques': 2535, 'repartition_note': [3, 11, 22, 72, 187, 468, 848, 642, 225, 57]}",71,"['7,3', '39 986']",83,"{'budget': '$7,000,000', 'Cumulative_WW_Gross': '$7,214,806', 'location': 'USA'}"
Ghost in the Shell,Film,"['Action', ' policier', 'science-fiction']","Dans un futur proche, le Major est unique en son genre : humaine sauvée d’un terrible accident, son corps aux capacités cybernétiques lui permet de lutter contre les plus dangereux criminels. Face à une menace d’un nouveau genre qui permet de pirater et de contrôler les esprits, le Major est la... Lire la suite",['Rupert Sanders'],1 h 47 min,16 mars 2017,"['Scarlett Johansson', ' Pilou Asbæk', ' Takeshi Kitano']","{'note_moyenne': 5.6, 'nombre_critiques': 17419, 'repartition_note': [236, 403, 969, 1930, 3678, 5092, 3530, 1189, 279, 113]}",72,"['6,3', '195 681']",52,"{'budget': '$110,000,000', 'Cumulative_WW_Gross': '$169,846,945', 'location': 'USA | India | Hong Kong | China | Canada'}"
Le Roi Arthur : La Légende d'Excalibur,Film,"['Action', ' aventure', ' drame']","Jeune homme futé, Arthur tient les faubourgs de Londonium avec sa bande, sans soupçonner le destin qui l'attend – jusqu'au jour où il s'empare de l'épée Excalibur et se saisit, dans le même temps, de son avenir. Mis au défi par le pouvoir du glaive, Arthur est aussitôt contraint de faire des choix... Lire la suite",['Guy Ritchie'],2 h 06 min,9 mai 2017,"['Charlie Hunnam', ' Àstrid Bergès-Frisbey', ' Jude Law']","{'note_moyenne': 5.4, 'nombre_critiques': 12283, 'repartition_note': [234, 474, 938, 1416, 2305, 2992, 2389, 1072, 313, 150]}",73,"['6,7', '191 382']",41,"{'budget': '$175,000,000', 'Cumulative_WW_Gross': '$148,675,066', 'location': 'UK | USA | Australia'}"
Les Oubliés,Film,"['Drame', ' historique', 'guerre']","1945. Danemark.
Fin de la Seconde Guerre mondiale.
Plusieurs soldats allemands, à peine sortis de l’adolescence, sont faits prisonniers par l’armée danoise et envoyés en première ligne pour désamorcer les mines enfouies le long de la côte. Pour eux, la guerre est loin d’être terminée. Inspiré de faits réels, ""Les oubliés"" raconte cet épisode tragique de l’Histoire.",['Martin Zandvliet'],1 h 41 min,3 décembre 2015,"['Roland Møller', ' Mikkel Boe Følsgaard', ' Joel Basman']","{'note_moyenne': 7.4, 'nombre_critiques': 2604, 'repartition_note': [8, 7, 6, 22, 64, 274, 870, 971, 308, 74]}",74,"['7,8', '35 368']",75,"{'budget': 'DKK35,500,000', 'Cumulative_WW_Gross': '$3,169,553', 'location': 'Denmark | Germany'}"
It Comes At Night,Film,"['Épouvante-Horreur', 'thriller']","Alors que le monde est en proie à une menace terrifiante, un homme vit reclus dans sa propriété totalement isolée avec sa femme et son fils. Quand une famille aux abois cherche refuge dans sa propre maison, le fragile équilibre qu'il a mis en place est soudain bouleversé.",['Trey Edward Shults'],1 h 37 min,25 août 2017,"['Joel Edgerton', ' Riley Keough', ' Christopher Abbott']","{'note_moyenne': 6.0, 'nombre_critiques': 5784, 'repartition_note': [66, 117, 243, 519, 984, 1594, 1526, 621, 85, 29]}",75,"['6,2', '83 846']",78,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$19,735,344', 'location': 'USA'}"
Logan Lucky,Film,"['Comédie', ' gangster', 'drame']","Deux frères pas très futés décident de monter le casse du siècle : empocher les recettes de la plus grosse course automobile de l’année. Pour réussir, ils ont besoin du meilleur braqueur de coffre-fort du pays : Joe Bang. Le problème, c’est qu’il est en prison…",['Steven Soderbergh'],1 h 59 min,13 octobre 2017,"['Channing Tatum', ' Adam Driver', ' Daniel Craig']","{'note_moyenne': 6.5, 'nombre_critiques': 8361, 'repartition_note': [11, 34, 92, 278, 877, 2429, 3532, 962, 119, 27]}",76,"['7,0', '130 263']",78,"{'budget': '$29,000,000', 'Cumulative_WW_Gross': '$48,453,605', 'location': 'USA | China'}"
Dans un recoin de ce monde,Long-métrage d'animation,"['Animation', ' drame', ' historique']","La jeune Suzu quitte Hiroshima en 1944, à l'occasion de son mariage, pour vivre dans la famille de son mari à Kure, un port militaire. La guerre rend le quotidien de plus en plus difficile, malgré cela, la jeune femme cultive la joie et l'art de vivre. Mais en 1945, un bombardement va éprouver son courage.",['Sunao Katabuchi'],2 h 08 min,12 novembre 2016,"['Yoshimasa Hosoya', ' Daisuke Ono', ' Mayumi Shintani']","{'note_moyenne': 7.4, 'nombre_critiques': 2454, 'repartition_note': [3, 3, 7, 32, 99, 309, 750, 836, 320, 95]}",77,"['7,8', '8 785']",73,"{'budget': None, 'Cumulative_WW_Gross': '$19,496,308', 'location': 'Japan'}"
Kong : Skull Island,Film,"['Action', ' aventure', 'fantastique']","Un groupe d'explorateurs plus différents les uns que les autres s'aventurent au cœur d'une île inconnue du Pacifique, aussi belle que dangereuse. Ils ne savent pas encore qu'ils viennent de pénétrer sur le territoire de Kong…",['Jordan Vogt-Roberts'],1 h 58 min,8 mars 2017,"['Tom Hiddleston', ' Samuel L. Jackson', ' John Goodman']","{'note_moyenne': 5.3, 'nombre_critiques': 15425, 'repartition_note': [242, 521, 1161, 2185, 3421, 4253, 2589, 763, 159, 131]}",78,"['6,6', '267 536']",62,"{'budget': '$185,000,000', 'Cumulative_WW_Gross': '$566,652,812', 'location': 'USA | China'}"
